,train,val,test
1192,TCGA-LD-A7W6-01A-08-TSH.8F554835-5E24-482E-9F5E-0572C197F938,,
1193,TCGA-LL-A440-01A-01-TSA.7F50766F-CBFA-40A8-8B9D-3F8CFE42210C,,
1194,TCGA-LL-A442-01A-01-TSA.EB28ADD6-530F-423A-B6C4-998490972A34,,
1195,TCGA-LL-A50Y-01A-01-TSA.8145CD98-EA4C-477D-81F9-02E019291CF6,,
1196,TCGA-LL-A5YL-01A-01-TS1.FC54A71A-76C6-4C15-BBD2-5BDC859BA356,,
1197,TCGA-LL-A5YN-01A-01-TS1.232C3E59-9085-4003-BA8E-10D7A5BB4E6A,,
1198,TCGA-LL-A6FP-01A-01-TS1.E618EA84-C425-4B27-BCCA-E1BE93873F0D,,
1199,TCGA-LL-A6FQ-01A-01-TS1.D2E1CF23-7EC9-4BDF-9C1A-4C3342EA23C4,,
1200,TCGA-LL-A7SZ-01A-03-TS3.78056052-E9C1-4D16-9080-44FE17A91DFE,,
1201,TCGA-LL-A7T0-01A-03-TS3.07761D74-57D6-4859-AD0B-BD2F8C68D905,,
1202,TCGA-LL-A8F5-01A-01-TS1.B5357CA4-8C24-4F27-9054-06B801C3D8DF,,
1203,TCGA-LL-A9Q3-01A-01-TS1.14764858-8E95-4E6C-8D97-0DA3C8C5D925,,
1204,TCGA-LQ-A4E4-01A-01-TSA.5A2B4B62-4AD7-48F1-AF47-3CC66305AE3B,,
1205,TCGA-MS-A51U-01A-03-TSC.F21253C2-5C95-4070-8A96-7A0DEA9EF563,,
1206,TCGA-OK-A5Q2-01A-01-TS1.CD793FD1-91E9-4BEC-889E-5DCD966DC18B,,
1207,TCGA-OL-A5D8-01A-01-TSA.1E7DCF18-0783-4A4E-B82E-3712F9E78A3F,,
1208,TCGA-OL-A5DA-01A-01-TSA.CA041E3A-7E06-4872-B706-C7471CFFDA55,,
1209,TCGA-OL-A5RU-01A-01-TSA.EADD3E6A-8614-4BE9-B061-66E57EDD1781,,
1210,TCGA-OL-A5RV-01A-01-TSA.001D9539-9344-444C-BD29-85B5B0224201,,
1211,TCGA-OL-A5RX-01A-01-TSA.A2D25C2C-D7C5-4D31-8663-3345DB03780A,,
1212,TCGA-OL-A5RY-01A-02-TSB.ECCBB7B0-DFC6-4068-9D45-07B1E0C9EF16,,
1213,TCGA-OL-A5RZ-01A-01-TSA.58A5566D-6342-4BCB-B22E-426DA68338A7,,
1214,TCGA-OL-A66H-01A-01-TS1.192101A6-CFBF-432F-935B-049CE2816476,,
1215,TCGA-OL-A66J-01A-01-TSA.E4BF378D-1355-4CA2-B0A5-B6C2290EBFCE,,
1216,TCGA-OL-A66K-01A-01-TS1.B088994F-5660-4401-B5AD-A6C8493172BC,,
1217,TCGA-OL-A66L-01A-01-TSA.1A607901-B225-4E1B-B6F1-449FA90EE9B8,,
1218,TCGA-OL-A66O-01A-01-TS1.33A92C45-789F-493B-8D67-26EFB0169A95,,
1219,TCGA-OL-A6VQ-01A-01-TSA.0CD11145-841A-4FE3-BACB-C014D4782C9E,,
1220,TCGA-OL-A6VR-01A-03-TSC.4CD184CF-7F28-4878-AC5B-6F3E03ED660A,,
1221,TCGA-PE-A5DC-01A-01-TS1.025C5684-F580-4622-877A-B7E9EC383E0F,,
1222,TCGA-PE-A5DE-01A-01-TS1.D7DDDA9C-3BC4-4311-AB13-C6E7F51EC8E9,,
1223,TCGA-S3-A6ZF-01A-03-TS3.2DE8CF7F-0109-42C3-8C05-4D708BBE19F6,,
1224,TCGA-S3-A6ZG-01A-02-TS2.D4625D56-1C91-4CE7-9710-F6FE67C2DF37,,
1225,TCGA-S3-A6ZH-01A-02-TS2.DCF28540-6410-41AD-8345-1061DF1956FF,,
1226,TCGA-S3-AA0Z-01A-01-TS1.4DDD6F71-DF24-4B70-A863-9A1163321BBC,,
1227,TCGA-S3-AA11-01A-03-TS3.8C92F642-024A-482C-A5D0-A49910FE31C6,,
1228,TCGA-S3-AA12-01A-01-TS1.6A103732-2660-4950-AF2A-D56E107B02D3,,
1229,TCGA-S3-AA14-01A-01-TS1.8A693383-EEAF-4F83-9FA1-8F59AB8B619B,,
1230,TCGA-S3-AA17-01A-01-TS1.E8CCA5B9-9FB4-4A1B-AE41-8745D4FAFD8B,,
1231,TCGA-UL-AAZ6-01A-01-TSA.9B3C23C9-6286-48A3-B084-78E7A7CCE9E1,,
1232,TCGA-V7-A7HQ-01A-01-TS1.C4700F73-F50C-4E8C-8C2E-909A914A9413,,
1233,TCGA-W8-A86G-01A-02-TS2.9B16125F-3F55-4059-98AB-AC9F91DD1FC7,,
1234,TCGA-WT-AB41-01A-01-TSA.5F428890-8827-4EC6-A2F4-666075E1C6B7,,
1235,TCGA-WT-AB44-01A-01-TS1.B6C0EEDB-E5B9-4B0D-8599-23879A0419EB,,
1236,TCGA-XX-A899-01A-01-TS1.2DDFDCB0-BA90-4AFD-BF9A-A7B956B581FE,,
1237,TCGA-XX-A89A-01A-01-TS1.AC9C9633-E894-4F0B-B4D5-A9C701A20414,,
1238,TCGA-Z7-A8R5-01A-04-TSD.501DD6C7-E797-4D69-B315-FBFFEC297120,,
1239,TCGA-Z7-A8R6-01A-01-TSA.EED1E5D4-7C9A-45C8-9F11-13F71190A1B1,,
